brd_label_brand,category_label,dsm_code,product_nature_label,product_code,model_r3,start_at,end_at,life_time,start_year_at
DOMYOS,CLOTHING,303741,T-SHIRT,303728,8562149,2019-12-22,2021-05-30,525,2021
BTWIN,CLOTHING,X8126014,SOCKS,64396,8126014,2012-04-29,2013-01-06,252,2013
DOMYOS,CLOTHING,118090,TRACKSUIT,111166,8325068,2014-12-14,2016-05-15,518,2016
INESIS,CLOTHING,X8222077,PULLOVER,51074,8222077,2012-08-19,2014-12-28,861,2014
WEDZE,CLOTHING,X8185381,SOCKS,46071,8185381,2012-01-01,2013-02-10,406,2013
QUECHUA,CLOTHING,X8208151,LONG-SLEEVED T-SHIRT,80074,8208151,2012-04-01,2016-01-10,1379,2016
ARTENGO,CLOTHING,2448,SOCKS,103206,8298840,2014-03-09,2016-08-14,889,2016
TRIBORD,CLOTHING,10424,BOARDSHORTS,107257,8304915,2014-03-30,2015-07-26,483,2015
TRIBORD,CLOTHING,10232,SWIMMING COSTUME,57363,8128417,2012-01-01,2016-02-14,1505,2016
DOMYOS,CLOTHING,11455,T-SHIRT,107812,8312830,2014-08-24,2015-02-15,175,2015
DOMYOS,FOOTWEAR,303218,SHOES,303218,8512776,2019-01-13,2021-07-11,910,2021
SOLOGNAC,FOOTWEAR,12318,"BOOTS, BOOTIES",59156,8187969,2012-01-08,2016-02-28,1512,2016
DOMYOS,CLOTHING,8264,TANK,103424,8326293,2014-12-28,2016-01-31,399,2016
TRIBORD,CLOTHING,122668,JACKET,112936,8367657,2016-08-07,2017-11-26,476,2017
WEDZE,FOOTWEAR,3693,SHOES,85905,8342974,2015-10-11,2020-01-19,1561,2020
QUECHUA,FOOTWEAR,141845,SHOES,114816,8383837,2017-02-26,2019-05-05,798,2019
TRIBORD,FOOTWEAR,1657,FLIP-FLOPS,72227,8242600,2013-02-24,2014-06-01,462,2014
NEWFEEL,CLOTHING,10604,SOCKS,86465,8310432,2014-03-23,2016-05-22,791,2016
DOMYOS,CLOTHING,X8189636,TANK,101382,8189636,2012-04-22,2012-04-22,0,2012
QUECHUA,CLOTHING,12421,JACKET,108234,8317113,2014-07-20,2016-10-02,805,2016
WEDZE,CLOTHING,155932,JACKET,121595,8398206,2017-09-10,2019-10-20,770,2019
CAPERLAN,CLOTHING,9156,SLEEVELESS JACKET,29097,8022241,2012-01-08,2015-02-08,1127,2015
DOMYOS,CLOTHING,X8168615,BERMUDA SHORTS,76693,8168615,2012-01-15,2016-03-13,1519,2016
DOMYOS,CLOTHING,X8200782,TANK,75188,8200782,2012-01-15,2013-09-22,616,2013
KALENJI,CLOTHING,121206,RUNNING LONG TIGHT,112665,8488522,2018-01-21,2019-09-01,588,2019
BTWIN,CLOTHING,X8182105,LONG-SLEEVED T-SHIRT,72070,8182105,2012-01-01,2012-12-30,364,2012
QUECHUA,CLOTHING,X8192323,LONG-SLEEVED T-SHIRT,81710,8192323,2012-01-01,2013-01-27,392,2013
QUECHUA,CLOTHING,X8197588,BOXER SHORTS,101048,8197588,2012-03-18,2015-04-19,1127,2015
NABAIJI,CLOTHING,126685,SWIMSUIT TOP,113567,8371485,2016-07-31,2018-07-15,714,2018
DOMYOS,CLOTHING,111767,T-SHIRT,110940,8326786,2015-01-25,2018-01-28,1099,2018
QUECHUA,CLOTHING,X8197604,T-SHIRT,101024,8197604,2012-01-08,2015-06-14,1253,2015
TRIBORD,CLOTHING,X8222363,LONG-SLEEVED POLO SHIRT,71996,8222363,2012-09-09,2014-01-26,504,2014
QUECHUA,CLOTHING,11829,LONG-SLEEVED T-SHIRT,108029,8316093,2014-08-24,2016-08-14,721,2016
DOMYOS,CLOTHING,139445,LEOTARD,114290,8352199,2016-01-10,2019-10-13,1372,2019
KIPSTA,CLOTHING,196754,SWEATSHIRT,131117,8528444,2019-09-01,2021-12-12,833,2021
KIPSTA,FOOTWEAR,6358,SHOES,81659,8277675,2013-06-30,2015-01-18,567,2015
NEWFEEL,FOOTWEAR,145701,SHOES,116998,8366240,2016-07-10,2018-07-01,721,2018
TRIBORD,CLOTHING,X8169012,BOARDSHORTS,58454,8169012,2012-01-01,2013-04-21,476,2013
KIPRUN,CLOTHING,148654,JACKET,119825,8505454,2019-08-04,2020-12-27,511,2020
NABAIJI,CLOTHING,X8197052,2 PIECES SWIMSUIT,72974,8197052,2012-01-01,2014-06-29,910,2014
SOLOGNAC,CLOTHING,10646,PARKA,101575,8222572,2012-12-02,2016-09-11,1379,2016
WEDZE,CLOTHING,X8223320,SUIT,101559,8223320,2012-10-28,2014-12-21,784,2014
DOMYOS,CLOTHING,8416,LONG-SLEEVED T-SHIRT,106449,8297591,2013-12-15,2014-09-28,287,2014
TRIBORD,CLOTHING,122863,BERMUDA SHORTS,112980,8356391,2016-03-13,2017-07-30,504,2017
ARTENGO,CLOTHING,2453,SOCKS,80041,8381470,2017-02-26,2020-08-02,1253,2020
TARMAK,CLOTHING,5604,T-SHIRT,105788,8521674,2019-03-17,2019-12-29,287,2019
ARTENGO,CLOTHING,2191,TROUSERS,102079,8313138,2014-08-31,2018-05-06,1344,2018
NABAIJI,CLOTHING,169278,SWIMMING COSTUME,124907,8405136,2018-02-11,2021-03-21,1134,2021
QUECHUA,FOOTWEAR,156895,SHOES,121921,8583184,2020-09-13,2021-11-07,420,2021
DOMYOS,CLOTHING,174971,T-SHIRT,127101,8406512,2018-02-18,2018-07-15,147,2018
DOMYOS,CLOTHING,10443,JACKET,107265,8326581,2014-12-07,2015-08-16,252,2015
TRIBORD,CLOTHING,X8203834,2 PIECES SWIMSUIT,62809,8203834,2012-02-26,2013-07-07,497,2013
BTWIN,CLOTHING,13687,JACKET,108798,8315065,2014-08-17,2016-01-17,518,2016
TRIBORD,CLOTHING,X8124386,SUIT,66561,8124386,2012-01-29,2014-10-05,980,2014
QUECHUA,CLOTHING,X8169967,SHORT-SLEEVED SHIRT,65375,8169967,2012-01-01,2013-04-14,469,2013
KALENJI,CLOTHING,302490,LONG-SLEEVED T-SHIRT,302490,8582333,2019-12-29,2021-06-27,546,2021
DOMYOS,CLOTHING,162285,SHORTS,122878,8381311,2017-01-08,2017-07-23,196,2017
DOMYOS,CLOTHING,X8239164,SWEATSHIRT,101840,8239164,2013-01-27,2013-10-27,273,2013
QUECHUA,CLOTHING,128305,TROUSERS,113661,8383262,2017-02-12,2019-06-30,868,2019
SOLOGNAC,CLOTHING,X8110731,SOCKS,62771,8110731,2012-01-01,2013-02-17,413,2013
DOMYOS,CLOTHING,11356,LONG-SLEEVED T-SHIRT,101591,8280001,2013-07-21,2015-05-10,658,2015
DOMYOS,CLOTHING,14250,LONG-SLEEVED T-SHIRT,109076,8311373,2014-07-27,2015-07-19,357,2015
QUECHUA,CLOTHING,X8189338,LONG-SLEEVED T-SHIRT,100299,8189338,2012-01-01,2015-01-04,1099,2015
DOMYOS,CLOTHING,111890,LEOTARD,110002,8328221,2015-03-08,2017-12-31,1029,2017
DOMYOS,CLOTHING,X8271434,LONGJOHNS,105639,8271434,2012-12-23,2013-09-08,259,2013
NABAIJI,CLOTHING,178077,SWIMMING COSTUME,127556,8401991,2018-02-11,2021-05-30,1204,2021
BTWIN,CLOTHING,X8126015,SOCKS,64396,8126015,2012-01-01,2014-03-09,798,2014
KALENJI,CLOTHING,2196,SHORTS,104680,8352241,2016-03-06,2017-06-25,476,2017
DOMYOS,CLOTHING,8595,LEOTARD,106488,8296970,2013-12-08,2016-06-19,924,2016
BTWIN,CLOTHING,120001,SHORT-SLEEVE JERSEY,112464,8354321,2016-02-14,2018-02-04,721,2018
DOMYOS,CLOTHING,171453,TROUSERS,125877,8489763,2018-07-22,2019-10-27,462,2019
DOMYOS,CLOTHING,X8220027,TROUSERS,102794,8220027,2012-09-02,2013-02-17,168,2013
KIMJALY,CLOTHING,310048,JACKET,310048,8559492,2019-03-17,2020-01-05,294,2020
ARTENGO,CLOTHING,X8200332,SKIRT,100326,8200332,2012-02-12,2013-07-07,511,2013
DOMYOS,CLOTHING,11050,SOCKS,103527,8243720,2013-02-24,2016-01-31,1071,2016
KALENJI,CLOTHING,2240,SKIRT,103044,8296653,2014-01-26,2017-04-30,1190,2017
DOMYOS,CLOTHING,160691,T-SHIRT,122596,8379449,2017-01-15,2018-06-10,511,2018
INOVIK,CLOTHING,313340,JACKET,313340,8576854,2020-11-01,2021-12-26,420,2021
DOMYOS,CLOTHING,111758,T-SHIRT,109945,8326164,2014-11-30,2016-01-03,399,2016
QUECHUA,CLOTHING,13315,JACKET,105752,8302514,2014-05-25,2016-04-10,686,2016
TRIBORD,CLOTHING,114346,SWIMMING COSTUME,110425,8337994,2015-05-03,2016-07-24,448,2016
QUECHUA,CLOTHING,108266,SHORT-SLEEVED SHIRT,109250,8492796,2018-02-18,2019-04-28,434,2019
TRIBORD,FOOTWEAR,1657,FLIP-FLOPS,72227,8305150,2014-02-16,2015-08-16,546,2015
INESIS,CLOTHING,143646,SHORT-SLEEVED POLO SHIRT,115938,8354186,2016-02-14,2019-11-24,1379,2019
QUECHUA,CLOTHING,11940,TOP,104651,8283648,2013-10-13,2015-02-01,476,2015
QUECHUA,CLOTHING,151318,T-SHIRT,121012,8493341,2018-02-18,2019-06-16,483,2019
KIPSTA,CLOTHING,14667,PARKA,80424,8319159,2018-01-07,2018-12-09,336,2018
FOUGANZA,CLOTHING,129865,LONG-SLEEVED POLO SHIRT,113716,8392647,2017-08-27,2019-09-01,735,2019
DOMYOS,CLOTHING,8461,TRACKSUIT,103338,8219335,2012-07-01,2014-12-14,896,2014
WEDZE,CLOTHING,12634,TROUSERS,108359,8343625,2015-10-04,2017-01-01,455,2017
DOMYOS,CLOTHING,10016,TANK,107052,8311514,2014-07-06,2015-06-28,357,2015
QUECHUA,FOOTWEAR,156120,SHOES,121720,8383806,2016-12-25,2018-07-08,560,2018
KIPSTA,CLOTHING,5594,TANK,105791,8326329,2014-11-30,2016-09-25,665,2016
KALENJI,CLOTHING,1585,WINDBREAKER,104628,8312459,2014-07-27,2016-10-16,812,2016
DOMYOS,CLOTHING,141787,SHORTS,114770,8351599,2016-02-14,2017-08-27,560,2017
DOMYOS,CLOTHING,172045,SHORTS,126131,8393973,2017-07-09,2018-06-10,336,2018
WEDZE,CLOTHING,141934,TROUSERS,114865,8397879,2017-10-01,2021-11-07,1498,2021
SOLOGNAC,FOOTWEAR,119006,"BOOTS, BOOTIES",111325,8339501,2015-08-23,2017-12-24,854,2017
WEDZE,CLOTHING,X8155470,DOWN JACKET,75531,8155470,2012-01-08,2012-02-12,35,2012
DOMYOS,CLOTHING,X8279744,SHORTS,103418,8279744,2013-06-30,2015-06-14,714,2015
DOMYOS,CLOTHING,149536,JACKET,120307,8504845,2018-06-17,2019-08-25,434,2019
NYAMBA,CLOTHING,191217,JACKET,117867,8506377,2018-11-04,2020-05-24,567,2020
DOMYOS,CLOTHING,10986,JACKET,100948,8217858,2012-07-29,2014-08-24,756,2014
WEDZE,CLOTHING,156753,SOCKS,121902,8359413,2016-02-21,2018-02-25,735,2018
QUECHUA,CLOTHING,127726,SHORTS,113639,8353513,2016-03-20,2018-11-04,959,2018
NABAIJI,CLOTHING,3086,SWIMMING JAMMER,57281,8062148,2012-01-01,2017-01-08,1834,2017
QUECHUA,CLOTHING,X8224564,LONG-SLEEVED SHIRT,100537,8224564,2012-09-16,2013-11-10,420,2013
DOMYOS,CLOTHING,170771,LONG-SLEEVED T-SHIRT,125552,8394529,2017-08-20,2018-09-02,378,2018
FOUGANZA,CLOTHING,X8238743,SLEEVELESS JACKET,34001,8238743,2013-01-20,2015-06-21,882,2015
TRIBORD,CLOTHING,9970,2 PIECES SWIMSUIT,103091,8329968,2015-03-08,2016-07-17,497,2016
ARTENGO,CLOTHING,123222,SKIRT,113122,8351847,2016-02-28,2017-07-09,497,2017
FOUGANZA,CLOTHING,157375,SOCKS,121994,8383366,2017-01-29,2018-08-26,574,2018
KIPRUN,CLOTHING,145819,SOCKS,117075,8585254,2019-12-15,2021-10-10,665,2021
NEWFEEL,FOOTWEAR,X8150803,SHOES,59872,8150803,2012-01-01,2015-10-04,1372,2015
DOMYOS,CLOTHING,X8218942,T-SHIRT,76085,8218942,2012-07-15,2013-07-07,357,2013
DOMYOS,CLOTHING,8264,TANK,103424,8326292,2014-12-28,2016-02-14,413,2016
DOMYOS,CLOTHING,121751,TROUSERS,112755,8341704,2015-06-07,2017-03-12,644,2017
SIMOND,CLOTHING,6592,JACKET,104068,8327120,2014-11-23,2016-11-13,721,2016
QUECHUA,CLOTHING,142725,T-SHIRT,115236,8355029,2016-03-20,2018-08-26,889,2018
QUECHUA,CLOTHING,172246,T-SHIRT,126283,8492281,2018-02-04,2020-08-23,931,2020
QUECHUA,CLOTHING,5516,LONG-SLEEVED T-SHIRT,100818,8284095,2013-09-22,2016-01-03,833,2016
KALENJI,CLOTHING,165479,LONG-SLEEVED T-SHIRT,123575,8488107,2018-08-19,2019-11-03,441,2019
QUECHUA,CLOTHING,157471,DOWN JACKET,122013,8371851,2017-08-20,2018-11-18,455,2018
QUECHUA,CLOTHING,X8198693,LONG-SLEEVED T-SHIRT,100552,8198693,2012-01-01,2013-09-15,623,2013
FOUGANZA,CLOTHING,X8204175,SHORT-SLEEVED POLO SHIRT,75134,8204175,2012-03-18,2013-12-29,651,2013
DOMYOS,CLOTHING,11356,LONG-SLEEVED T-SHIRT,101591,8280000,2013-07-28,2015-08-09,742,2015
KIPSTA,CLOTHING,X8220737,T-SHIRT,101078,8220737,2012-07-15,2014-09-07,784,2014
OXELO,FOOTWEAR,13877,SHOES,89022,8297841,2013-11-24,2016-01-17,784,2016
DOMYOS,CLOTHING,X8170694,T-SHIRT,73450,8170694,2012-01-08,2012-04-01,84,2012
DOMYOS,CLOTHING,12769,BOXER SHORTS,108427,8306434,2014-03-09,2015-12-27,658,2015
QUECHUA,FOOTWEAR,5450,SHOES,86916,8344353,2015-07-05,2016-09-25,448,2016
QUECHUA,CLOTHING,126146,WINDBREAKER,113539,8502901,2018-08-19,2020-01-05,504,2020
DOMYOS,CLOTHING,171379,TANK,125833,8504825,2018-06-17,2019-05-19,336,2019
ARTENGO,CLOTHING,X8237889,SOCKS,68841,8237889,2013-01-13,2015-01-04,721,2015
DOMYOS,CLOTHING,171232,TROUSERS,125759,8393719,2017-08-13,2018-09-30,413,2018
KALENJI,CLOTHING,X8280447,LONGJOHNS,104048,8280447,2013-09-08,2015-06-28,658,2015
DOMYOS,CLOTHING,9684,T-SHIRT,106707,8295953,2014-01-05,2016-04-10,826,2016
DOMYOS,CLOTHING,X8185253,JACKET,80112,8185253,2012-01-01,2018-08-05,2408,2018
DOMYOS,CLOTHING,X8189435,JACKET,100982,8189435,2012-01-01,2012-09-09,252,2012
FOUGANZA,FOOTWEAR,104125,JODHPUR BOOTS,112293,8326202,2015-05-24,2020-01-12,1694,2020
DOMYOS,CLOTHING,8088,BERMUDA SHORTS,106850,8297712,2014-02-16,2015-08-09,539,2015
NABAIJI,CLOTHING,126665,SWIMMING COSTUME,113565,8517406,2018-07-22,2019-12-15,511,2019
KALENJI,CLOTHING,1512,SOCKS,104593,8296156,2014-03-02,2020-06-14,2296,2020
KIPSTA,CLOTHING,138186,T-SHIRT,114272,8351476,2016-03-13,2016-08-07,147,2016
DOMYOS,CLOTHING,171420,TANK,125859,8503880,2018-06-24,2019-09-15,448,2019
DOMYOS,CLOTHING,8354,T-SHIRT,103095,8547872,2018-07-08,2021-12-19,1260,2021
KALENJI,CLOTHING,15855,SOCKS,113601,8327614,2015-05-03,2017-03-05,672,2017
INESIS,CLOTHING,304029,TROUSERS,304029,8525052,2019-02-17,2021-12-26,1043,2021
DOMYOS,CLOTHING,X8154208,TANK,70997,8154208,2012-01-01,2013-06-09,525,2013
QUECHUA,CLOTHING,109425,TANK,109614,8319034,2014-06-29,2020-07-05,2198,2020
FOUGANZA,FOOTWEAR,1300,JODHPUR BOOTS,78951,8185037,2012-01-01,2016-07-10,1652,2016
TRIBORD,CLOTHING,X8240706,BOARDSHORTS,103147,8240706,2013-03-03,2015-07-12,861,2015
KIPSTA,CLOTHING,15056,JACKET,110229,8311665,2014-11-30,2016-12-25,756,2016
NABAIJI,CLOTHING,3079,SWIMMING TRUNKS,75857,8335906,2015-02-22,2015-12-20,301,2015
BTWIN,CLOTHING,628,BOXER SHORTS,58727,8048808,2012-01-01,2018-12-09,2534,2018
KIPSTA,CLOTHING,118366,SHORTS,111273,8549580,2019-05-05,2021-08-08,826,2021
QUECHUA,CLOTHING,5773,SHORTS,105845,8297635,2014-04-06,2015-07-05,455,2015
TRIBORD,CLOTHING,X8201522,2 PIECES SWIMSUIT,62490,8201522,2012-03-04,2014-07-13,861,2014
OLAIAN,CLOTHING,174604,BOARDSHORTS,126964,8485913,2018-04-01,2021-08-22,1239,2021
QUECHUA,CLOTHING,X8241268,T-SHIRT,100978,8241268,2013-02-17,2014-04-06,413,2014
TRIBORD,CLOTHING,5600,JACKET,105184,8315523,2014-08-31,2015-10-11,406,2015
OXELO,CLOTHING,X8166789,SOCKS,51425,8166789,2012-01-01,2016-07-10,1652,2016
QUECHUA,CLOTHING,106636,T-SHIRT,109040,8327719,2015-03-08,2016-06-05,455,2016
DOMYOS,CLOTHING,142181,T-SHIRT,115006,8351571,2016-01-03,2017-04-09,462,2017
DOMYOS,CLOTHING,144626,TROUSERS,116291,8352495,2015-12-20,2017-03-26,462,2017
OLAIAN,CLOTHING,114466,BOARDSHORTS,107237,8384270,2017-02-26,2018-07-29,518,2018
DOMYOS,CLOTHING,X8218478,JACKET,102828,8218478,2012-08-26,2013-12-08,469,2013
OXELO,CLOTHING,122349,SWEATSHIRT,112882,8337852,2015-05-24,2016-02-14,266,2016
DOMYOS,CLOTHING,X8279980,T-SHIRT,106281,8279980,2013-03-31,2014-08-10,497,2014
QUECHUA,CLOTHING,X8289842,TROUSERS,106993,8289842,2013-09-08,2015-11-08,791,2015
ARTENGO,CLOTHING,9559,TOP,106826,8326900,2015-02-01,2016-06-26,511,2016
KALENJI,CLOTHING,X8237008,SHORTS,100600,8237008,2013-01-20,2014-05-11,476,2014
TRIBORD,CLOTHING,X8208495,T-SHIRT,101275,8208495,2012-03-04,2014-08-03,882,2014
KALENJI,CLOTHING,121390,TANK,112686,8355596,2016-02-07,2017-01-29,357,2017
DOMYOS,CLOTHING,116385,TANK,110749,8380112,2016-12-18,2017-09-10,266,2017
KIPSTA,CLOTHING,10431,LONG-SLEEVED POLO SHIRT,103588,8313964,2015-06-14,2016-12-18,553,2016
ARTENGO,CLOTHING,2451,SOCKS,107274,8500659,2018-02-04,2019-08-04,546,2019
KALENJI,FOOTWEAR,166011,SHOES,123672,8558994,2020-02-02,2021-07-04,518,2021
DOMYOS,CLOTHING,X8201497,TROUSERS,101295,8201497,2012-02-05,2013-12-29,693,2013
DOMYOS,CLOTHING,8264,TANK,103424,8238526,2013-02-17,2015-06-21,854,2015
TRIBORD,CLOTHING,9924,2 PIECES SWIMSUIT,72419,8329951,2015-03-22,2017-06-18,819,2017
OLAIAN,CLOTHING,302997,BIKINI TOP,302997,8521904,2019-02-17,2021-07-04,868,2021
KALENJI,CLOTHING,X8216171,LONG-SLEEVED T-SHIRT,100595,8216171,2012-08-12,2013-05-26,287,2013
QUECHUA,CLOTHING,11426,SHORT-SLEEVED SHIRT,107806,8300810,2014-04-13,2015-06-28,441,2015
KALENJI,CLOTHING,1497,SOCKS,86687,8296073,2013-12-22,2015-07-19,574,2015
ARTENGO,CLOTHING,105792,TROUSERS,110689,8342667,2015-08-23,2017-04-02,588,2017
QUECHUA,CLOTHING,7070,JACKET,106080,8384942,2017-02-19,2018-04-22,427,2018
WEDZE,CLOTHING,X8187729,JACKET,76362,8187729,2012-01-01,2015-03-22,1176,2015
SOLOGNAC,CLOTHING,10646,PARKA,101575,8222570,2012-09-02,2016-10-30,1519,2016
OLAIAN,CLOTHING,167382,BIKINI BOTTOM,124088,8511390,2019-02-24,2021-03-28,763,2021
ARTENGO,CLOTHING,X8009984,T-SHIRT,43252,8009984,2012-10-28,2012-10-28,0,2012
QUECHUA,CLOTHING,2588,FLEECE,69667,8225736,2012-10-21,2013-09-01,315,2013
QUECHUA,CLOTHING,X8189305,FLEECE,60663,8189305,2012-01-01,2012-11-18,322,2012
QUECHUA,CLOTHING,150327,JACKET,120649,8384377,2017-02-26,2019-08-25,910,2019
DOMYOS,CLOTHING,X8218864,CROPPED LEGGINGS,102429,8218864,2012-07-01,2013-08-18,413,2013
NEWFEEL,FOOTWEAR,X8328448,SHOES,78163,8328448,2015-02-22,2016-06-19,483,2016
TRIBORD,CLOTHING,168095,BIKINI TOP,124233,8384659,2017-03-05,2018-08-05,518,2018
ARTENGO,CLOTHING,115787,SOCKS,110669,8372834,2016-10-23,2017-06-11,231,2017
IMVISO,FOOTWEAR,116865,FUTSAL SHOES,111036,8407634,2018-02-25,2021-10-24,1337,2021
KIPSTA,FOOTWEAR,198711,SHOES,131892,8497088,2019-01-13,2020-10-04,630,2020
DOMYOS,CLOTHING,327429,T-SHIRT,327429,8600666,2020-10-04,2021-10-17,378,2021
TRIBORD,CLOTHING,X8240655,T-SHIRT,103148,8240655,2013-03-24,2015-05-10,777,2015
QUECHUA,CLOTHING,X8284329,FLEECE,69782,8284329,2013-09-15,2015-01-25,497,2015
QUECHUA,CLOTHING,128325,TROUSERS,113662,8342611,2015-05-17,2016-09-25,497,2016
TRIBORD,CLOTHING,122845,TROUSERS,112961,8356393,2016-03-13,2018-08-19,889,2018
DOMYOS,CLOTHING,X8168409,T-SHIRT,70980,8168409,2012-01-01,2012-07-22,203,2012
DOMYOS,CLOTHING,13710,TROUSERS,108812,8341069,2015-06-28,2016-01-31,217,2016
KIPSTA,CLOTHING,7165,BASE LAYER,102366,8217103,2012-08-19,2016-09-18,1491,2016
TRIBORD,CLOTHING,X8241703,BOARDSHORTS,100498,8241703,2013-03-10,2015-06-14,826,2015
FOUGANZA,CLOTHING,X8204527,SOCKS,41743,8204527,2012-01-15,2013-01-06,357,2013
WEDZE,CLOTHING,X8187893,TROUSERS,100015,8187893,2012-01-01,2014-01-05,735,2014
NABAIJI,CLOTHING,X8197226,SWIMSUIT,101422,8197226,2012-01-29,2013-07-07,525,2013
FOUGANZA,CLOTHING,124026,BREECHES,113374,8383329,2017-02-12,2019-04-28,805,2019
DOMYOS,CLOTHING,140725,LONG-SLEEVED T-SHIRT,114431,8365726,2016-07-17,2018-03-11,602,2018
INESIS,CLOTHING,X8202788,SHORT-SLEEVED POLO SHIRT,73930,8202788,2012-02-05,2014-06-01,847,2014
DOMYOS,CLOTHING,154171,SHORTS,121448,8365664,2016-07-31,2017-06-18,322,2017
QUECHUA,CLOTHING,X8284949,LONG-SLEEVED T-SHIRT,100556,8284949,2013-08-18,2015-02-08,539,2015
KIPSTA,CLOTHING,7316,WINDBREAKER,103948,8280053,2013-08-25,2016-11-20,1183,2016
FORCLAZ,CLOTHING,171877,LONG-SLEEVED SHIRT,126017,8492115,2018-03-04,2021-04-25,1148,2021
TRIBORD,CLOTHING,X8243369,BOARDSHORTS,100644,8243369,2013-03-17,2014-07-20,490,2014
QUECHUA,CLOTHING,X8284796,PULLOVER,104837,8284796,2013-08-18,2015-06-21,672,2015
DOMYOS,CLOTHING,14274,JACKET,109127,8341688,2015-07-05,2016-09-25,448,2016
DOMYOS,CLOTHING,5060,BRIEFS,103466,8239640,2012-12-23,2016-05-22,1246,2016
DOMYOS,CLOTHING,X8273549,SHORTS,103568,8273549,2013-01-13,2013-12-22,343,2013
OUTSHOCK,CLOTHING,170376,UNIFORM,125331,8388776,2017-08-13,2021-09-26,1505,2021
INESIS,CLOTHING,,SHORT-SLEEVED P,74899,8167923,2012-01-01,2013-11-24,693,2013
KIMJALY,CLOTHING,148930,CROPPED LEGGINGS,120029,8366706,2016-06-26,2018-03-18,630,2018
ARTENGO,CLOTHING,2451,SOCKS,107274,8298652,2014-02-16,2017-06-04,1204,2017
DOMYOS,CLOTHING,169565,TANK,125110,8484624,2017-12-31,2018-08-05,217,2018
DOMYOS,FOOTWEAR,150325,SHOES,120647,8524732,2018-12-16,2020-12-27,742,2020
KIPSTA,CLOTHING,141411,SOCKS,114480,8407480,2017-12-31,2019-12-08,707,2019
KALENJI,CLOTHING,X8221613,LONG-SLEEVED T-SHIRT,103246,8221613,2012-08-19,2015-04-26,980,2015
SOLOGNAC,CLOTHING,10626,LONG-SLEEVED SHIRT,104124,8283444,2013-08-04,2017-01-08,1253,2017
DOMYOS,CLOTHING,150774,SHORTS,120902,8366404,2016-06-26,2017-05-07,315,2017
DOMYOS,CLOTHING,300879,T-SHIRT,300879,8516797,2019-01-13,2020-08-02,567,2020
WEDZE,CLOTHING,8135,LONGJOHNS,74533,8157617,2012-01-01,2015-01-18,1113,2015
SOLOGNAC,CLOTHING,10618,FLEECE,104112,8316619,2014-10-05,2017-10-29,1120,2017
DOMYOS,CLOTHING,142123,T-SHIRT,114938,8352011,2016-04-17,2017-02-19,308,2017
QUECHUA,FOOTWEAR,X8170259,SHOES,71256,8170259,2012-01-08,2015-01-04,1092,2015
DOMYOS,CLOTHING,13469,SHORTS,108673,8327050,2014-12-21,2015-09-06,259,2015
TARMAK,CLOTHING,145053,SHORTS,116463,8495989,2019-04-28,2021-07-25,819,2021
ARTENGO,CLOTHING,144542,TROUSERS,116276,8367939,2016-09-04,2017-12-24,476,2017
DOMYOS,CLOTHING,8478,TROUSERS,103421,8238525,2013-01-13,2015-01-25,742,2015
DREAMSCAPE,CLOTHING,142973,SWEATSHIRT,115312,8494070,2018-09-23,2020-01-26,490,2020
FOUGANZA,CLOTHING,X8238679,SHORT-SLEEVED POLO SHIRT,103714,8238679,2013-04-07,2014-01-05,273,2014
SOLOGNAC,CLOTHING,148598,LONG-SLEEVED SHIRT,119814,8494503,2019-02-17,2021-06-06,840,2021
DOMYOS,CLOTHING,X8194485,TROUSERS,75385,8194485,2012-05-06,2016-07-10,1526,2016
OLAIAN,CLOTHING,122768,SURF WETSUIT,112945,8358123,2016-03-20,2021-11-21,2072,2021
TRIBORD,CLOTHING,10327,2 PIECES SWIMSUIT,73406,8203470,2012-02-12,2015-07-26,1260,2015
DOMYOS,CLOTHING,X8271164,TROUSERS,105611,8271164,2013-01-20,2014-02-09,385,2014
TRIBORD,CLOTHING,X8330794,TOP,110644,8330794,2015-03-15,2017-05-07,784,2017
NEWFEEL,CLOTHING,147520,SOCKS,117552,8386665,2017-01-29,2020-07-26,1274,2020
INOVIK,CLOTHING,171892,LONG-SLEEVED T-SHIRT,126032,8399610,2017-10-22,2020-02-23,854,2020
DOMYOS,CLOTHING,303874,SWEATSHIRT,303874,964649,2020-09-06,2021-04-11,217,2021
TRIBORD,CLOTHING,X8202168,TROUSERS,66679,8202168,2012-04-15,2013-08-25,497,2013
SUBEA,CLOTHING,102060,NEOPRENE TOP,109105,8324556,2015-02-15,2016-08-14,546,2016
KALENJI,CLOTHING,145847,RUNNING 3/4 TIGHT,117102,8380673,2017-01-08,2017-12-31,357,2017
KALENJI,FOOTWEAR,14741,SHOES,109686,8311960,2014-09-14,2017-06-04,994,2017
DOMYOS,CLOTHING,X8223143,T-SHIRT,102762,8223143,2012-10-07,2013-09-01,329,2013
KALENJI,FOOTWEAR,117986,SHOES,111683,8379980,2016-12-18,2018-06-17,546,2018
WEDZE,CLOTHING,148378,PULLOVER,118009,8371585,2016-09-18,2018-11-18,791,2018
DOMYOS,CLOTHING,303649,LEGGINGS,300874,8516812,2019-02-24,2019-10-13,231,2019
DOMYOS,CLOTHING,X8153496,TROUSERS,59563,8153496,2012-01-01,2014-01-26,756,2014
KALENJI,CLOTHING,2640,SOCKS,104812,8281381,2013-07-28,2016-01-31,917,2016
